"","node_id","module","layer_id","flow","node_name","state_node","k_total","k_m","z_score","c_score","role"
"29",22,17,1,0.000372315,"cluster_1019",33,9,8,0.266261556019638,0.197530864197531,"peripheral"
"30",22,12,2,0.000962812,"cluster_1019",34,20,18,2.27693315089031,0.185,"peripheral"
"31",25,186,1,4.44972e-05,"cluster_1022",37,1,1,-0.577350269189626,0,"peripheral"
"32",26,3,1,0.000765672,"cluster_1024",38,62,62,1.17831428153059,0.0317377731529656,"peripheral"
"33",26,8,2,0.000118783,"cluster_1024",39,3,3,-0.542620656849094,0,"peripheral"
"34",27,1,1,0.000382503,"cluster_1025",40,77,77,-0.352436259678169,0.0256367009613763,"peripheral"
"35",27,7,2,3.03738e-05,"cluster_1025",41,1,1,-1.20397289832674,0,"peripheral"
"36",28,1,1,0.00129654,"cluster_1026",42,219,214,1.49861033249382,0.0538771084839765,"peripheral"
"37",28,2,2,0.000165122,"cluster_1026",43,5,5,-0.179544615102599,0,"peripheral"
"38",29,27,1,9.5926e-05,"cluster_1027",44,3,2,-1.90697146626612,0.444444444444444,"peripheral"
"39",30,9,1,3.22206e-05,"cluster_1028",45,1,1,-1.28095028306855,0,"peripheral"
"40",31,24,2,3.63487e-05,"cluster_1029",46,1,1,-0.849102385387789,0,"peripheral"
"41",32,3,1,0.00097518,"cluster_103",47,70,64,1.27678296095625,0.211836734693878,"peripheral"
"42",32,8,2,0.000591663,"cluster_103",48,14,13,0.983972277461727,0.13265306122449,"peripheral"
"43",33,144,1,0.000232499,"cluster_1030",49,2,2,1.15470053837925,0,"peripheral"
"44",33,41,2,0.000824771,"cluster_1030",50,16,8,2.68555492784223,0.6796875,"network hub"
"45",34,90,1,0.000213051,"cluster_1031",51,12,3,1.29099444873581,0.375,"peripheral"
"46",35,3,1,0.000676379,"cluster_1032",52,62,62,1.17831428153059,0.0920915712799166,"peripheral"
"47",36,198,1,8.65108e-05,"cluster_1033",53,1,1,NA,0,"peripheral"
"48",37,3,1,0.000631357,"cluster_1035",54,47,34,-0.200247230428654,0.507922136713445,"peripheral"
"49",37,8,2,0.000280192,"cluster_1035",55,7,6,-0.0846427765558474,0.244897959183674,"peripheral"
"50",38,9,1,0.000158775,"cluster_1036",56,5,5,-0.670973957797811,0,"peripheral"
"51",39,9,1,0.00098683,"cluster_1037",57,28,27,2.68389583119124,0.068877551020408,"module hub"
"52",41,144,1,0.000109177,"cluster_1039",59,1,1,-0.577350269189626,0,"peripheral"
"53",41,41,2,0.000389238,"cluster_1039",60,6,6,1.74561070309745,0,"peripheral"
"54",43,1,1,0.000388048,"cluster_1040",62,59,38,-0.879376530442457,0.491238149956909,"peripheral"
"55",43,69,2,0.000263865,"cluster_1040",63,6,3,1.41019018704442,0.611111111111111,"peripheral"
"56",44,33,2,0.000169261,"cluster_1041",64,3,2,-0.150595322299571,0.444444444444444,"peripheral"
"57",45,19,1,0.000194695,"cluster_1042",65,6,5,-0.209549533585167,0.277777777777778,"peripheral"
"58",45,179,2,0.000204659,"cluster_1042",66,4,2,1.15470053837925,0.625,"connector"
"59",46,11,1,0.000421924,"cluster_1043",67,22,21,0.256684377898212,0.169421487603306,"peripheral"
"60",47,13,1,0.000646143,"cluster_1046",68,42,27,1.01872477073162,0.488662131519274,"peripheral"
"61",47,12,2,0.000106858,"cluster_1046",69,2,2,-0.398967047678125,0,"peripheral"
"62",48,15,1,3.76653e-05,"cluster_1047",70,1,1,-0.989984266446504,0,"peripheral"
"63",50,26,1,0.000427602,"cluster_105",72,9,8,-0.0937202595192555,0.197530864197531,"peripheral"
"64",51,47,1,0.000144805,"cluster_1050",73,6,3,-0.23900020235359,0.611111111111111,"peripheral"
"65",51,24,2,0.000210295,"cluster_1050",74,4,4,0.499471991404582,0,"peripheral"
"66",52,11,1,0.000129107,"cluster_1051",75,11,11,-0.543215776482262,0,"peripheral"
"67",52,4,2,8.22874e-05,"cluster_1051",76,4,4,-0.86812260204291,0,"peripheral"
"68",53,13,1,0.000180165,"cluster_1052",77,9,6,-1.41523441203435,0.518518518518519,"peripheral"
"69",53,8,2,0.000178706,"cluster_1052",78,4,3,-0.542620656849094,0.375,"peripheral"
"70",54,13,1,0.000197169,"cluster_1054",79,15,14,-0.488011866218741,0.24,"peripheral"
"71",55,6,1,0.000306594,"cluster_1055",80,17,17,-0.43672170738196,0.110726643598616,"peripheral"
"72",56,5,1,0.000162034,"cluster_1056",81,9,8,-1.08597048692658,0.37037037037037,"peripheral"
"73",56,44,2,7.13964e-05,"cluster_1056",82,1,1,-0.443202630213959,0,"peripheral"
"74",57,6,1,0.000156634,"cluster_1057",83,7,5,-1.16340383059501,0.448979591836735,"peripheral"
"75",57,24,2,6.16471e-05,"cluster_1057",84,1,1,-0.849102385387789,0,"peripheral"
"76",58,11,1,0.000383834,"cluster_1058",85,23,23,0.416664408774306,0.158790170132325,"peripheral"
"77",58,22,2,6.53932e-05,"cluster_1058",86,1,1,-0.882591563281376,0,"peripheral"
"78",59,178,1,0.000130729,"cluster_1059",87,4,1,-0.577350269189626,0.375,"peripheral"
"79",59,7,2,6.25043e-05,"cluster_1059",88,2,2,-1.03999622137672,0,"peripheral"
"80",60,26,1,0.000472925,"cluster_106",89,10,8,-0.0937202595192555,0.48,"peripheral"
"81",60,77,2,0.00053978,"cluster_106",90,3,3,1.5,0,"peripheral"
"82",61,30,1,0.000404923,"cluster_1060",91,8,6,1.13899683814917,0.375,"peripheral"
"83",61,36,2,0.000331507,"cluster_1060",92,5,2,-0.0983455541131216,0.72,"connector"
"84",64,13,1,0.000524982,"cluster_1066",95,31,29,1.25053040718552,0.23309053069719,"peripheral"
"85",64,82,2,0.000110924,"cluster_1066",96,2,1,-0.447213595499958,0.5,"peripheral"
"86",66,13,1,0.00069937,"cluster_1068",98,51,25,0.78691913427772,0.569780853517878,"peripheral"
"87",66,141,2,0.000282505,"cluster_1068",99,4,1,-0.577350269189626,0.625,"connector"
"88",67,36,2,0.0002842,"cluster_1069",100,4,3,0.63924610173529,0.375,"peripheral"
"89",68,170,1,0.000146669,"cluster_107",101,3,1,-0.577350269189626,0.666666666666667,"connector"
"90",68,76,2,0.000121413,"cluster_107",102,1,1,-0.447213595499958,0,"peripheral"
"91",69,21,1,0.000568533,"cluster_1070",103,18,13,1.92893626308223,0.401234567901235,"peripheral"
"92",69,205,2,5.63041e-05,"cluster_1070",104,1,1,NA,0,"peripheral"
"93",70,21,1,0.000481785,"cluster_1071",105,10,8,0.670934352376428,0.48,"peripheral"
"94",70,7,2,0.000461258,"cluster_1071",106,9,6,-0.384089513576628,0.493827160493827,"peripheral"
"95",71,116,1,0.000199553,"cluster_1073",107,5,1,-0.447213595499958,0.64,"connector"
"96",71,116,2,0.000322348,"cluster_1073",108,9,2,1.78885438199983,0.716049382716049,"connector"
"97",72,14,1,0.000165467,"cluster_1074",109,8,8,-0.408352051627176,0,"peripheral"
"98",73,100,1,0.000350263,"cluster_1075",110,1,1,NA,0,"peripheral"
"99",77,36,1,7.29289e-05,"cluster_108",114,1,1,-0.835937209961534,0,"peripheral"
"100",77,36,2,0.000361688,"cluster_108",115,4,4,1.3768377575837,0,"peripheral"
"101",78,41,2,8.79652e-05,"cluster_1081",116,1,1,-0.604249858764502,0,"peripheral"
"102",79,9,1,9.93245e-05,"cluster_1083",117,3,3,-0.97596212043318,0,"peripheral"
"103",81,30,1,4.81929e-05,"cluster_1087",119,1,1,-0.911197470519333,0,"peripheral"
"104",82,15,1,0.000243642,"cluster_1088",120,6,2,-0.787487484673356,0.722222222222222,"connector"
"105",82,2,2,0.00295692,"cluster_1088",121,77,44,2.48678876149223,0.653398549502446,"connector"
"106",83,31,1,0.000200888,"cluster_1089",122,6,3,-0.101894620374199,0.611111111111111,"peripheral"
"107",83,4,2,6.55735e-05,"cluster_1089",123,3,3,-0.973304692051522,0,"peripheral"
"108",84,122,1,0.00015233,"cluster_109",124,2,2,0.645497224367903,0,"peripheral"
"109",85,6,1,0.000603185,"cluster_1090",125,34,32,0.471630946634352,0.110726643598616,"peripheral"
"110",85,4,2,0.000177627,"cluster_1090",126,7,7,-0.552576332017074,0,"peripheral"
"111",86,89,2,5.47961e-05,"cluster_1092",127,1,1,-0.866025403784439,0,"peripheral"
"112",87,1,1,0.000955945,"cluster_1093",128,164,155,0.701444281850408,0.139649018441404,"peripheral"
"113",87,2,2,0.000144297,"cluster_1093",129,4,3,-0.31627966005618,0.375,"peripheral"
"114",88,10,1,0.000205383,"cluster_1094",130,16,16,-0.865335182178981,0,"peripheral"
"115",89,19,1,0.00016517,"cluster_1095",131,5,5,-0.209549533585167,0.48,"peripheral"
"116",90,4,1,0.000282559,"cluster_1096",132,14,6,-0.657758422025686,0.755102040816327,"connector"
"117",90,4,2,0.000705348,"cluster_1096",133,26,24,1.23551919812933,0.144970414201183,"peripheral"
"118",91,14,1,0.000339664,"cluster_1097",134,16,15,0.592110474859405,0.1171875,"peripheral"
"119",92,6,1,0.000255808,"cluster_1098",135,15,15,-0.557835394584135,0,"peripheral"
"120",92,4,2,0.000173363,"cluster_1098",136,6,4,-0.86812260204291,0.5,"peripheral"
"121",93,51,1,0.000168168,"cluster_1099",137,1,1,-1,0,"peripheral"
"122",94,1,1,0.000773537,"cluster_11",138,134,122,0.255571745049856,0.180886611717532,"peripheral"
"123",94,50,2,0.000118944,"cluster_11",139,3,3,0.594088525786005,0,"peripheral"
"124",95,92,2,0.000350263,"cluster_110",140,1,1,NA,0,"peripheral"
"125",98,3,1,0.000765672,"cluster_1103",143,62,62,1.17831428153059,0.120707596253902,"peripheral"
"126",98,8,2,0.000118783,"cluster_1103",144,3,3,-0.542620656849094,0,"peripheral"
"127",99,9,1,9.39626e-05,"cluster_1105",145,3,3,-0.97596212043318,0,"peripheral"
"128",100,154,1,0.00026808,"cluster_1106",146,1,1,NA,0,"peripheral"
"129",100,66,2,0.000238727,"cluster_1106",147,4,4,1.73205080756888,0,"peripheral"
"130",101,17,1,0.000276509,"cluster_1107",148,11,5,-0.432675028531911,0.743801652892562,"connector"
"131",101,55,2,5.13362e-05,"cluster_1107",149,1,1,-0.641940738766369,0,"peripheral"
"132",102,11,1,0.000475528,"cluster_1109",150,62,17,-0.0632756838539777,0.472944849115505,"peripheral"
"133",102,72,2,0.000259568,"cluster_1109",151,5,2,0.408248290463863,0.72,"connector"
"134",103,1,1,0.000229801,"cluster_111",152,41,39,-0.865865241448501,0.0939916716240333,"peripheral"
"135",103,18,2,0.000171034,"cluster_111",153,4,2,-0.733655033571442,0.625,"connector"
"136",104,27,1,0.000342038,"cluster_1111",154,20,11,0.845543952023659,0.6,"peripheral"
"137",104,63,2,0.00016994,"cluster_1111",155,3,1,-0.750939261482638,0.666666666666667,"connector"
"138",105,32,1,9.3323e-05,"cluster_1112",156,4,1,-1.0413531677693,0.625,"connector"
"139",105,33,2,0.000106997,"cluster_1112",157,3,1,-0.790625442072748,0.666666666666667,"connector"
"140",106,5,1,0.000293801,"cluster_1113",158,29,28,-0.191821669400825,0.130796670630202,"peripheral"
"141",107,96,1,0.000350263,"cluster_1114",159,1,1,NA,0,"peripheral"
"142",108,11,1,0.00051419,"cluster_1115",160,30,30,0.976594516840638,0.124444444444444,"peripheral"
"143",108,23,2,8.00561e-05,"cluster_1115",161,2,2,-0.155595456942785,0,"peripheral"
"144",109,15,1,0.000204183,"cluster_1116",162,5,3,-0.584990702900207,0.56,"peripheral"
"145",109,164,2,9.34774e-05,"cluster_1116",163,2,1,-0.577350269189626,0.5,"peripheral"
"146",110,29,1,0.00016772,"cluster_1118",164,6,6,-0.184226474588735,0,"peripheral"
"147",111,19,1,0.000535073,"cluster_1119",165,16,10,1.257297201511,0.609375,"peripheral"
"148",111,2,2,0.00214368,"cluster_1119",166,63,55,3.23883150873692,0.234819853867473,"module hub"
"149",112,1,1,0.000829466,"cluster_112",167,163,162,0.796023304808101,0.0481011705370921,"peripheral"
"150",112,2,2,6.69676e-05,"cluster_112",168,2,2,-0.38464718253297,0,"peripheral"
"151",113,1,1,2.04124e-05,"cluster_1120",169,3,3,-1.35227164523092,0,"peripheral"
"152",113,67,2,0.000563779,"cluster_1120",170,12,3,1.29099444873581,0.777777777777778,"connector"
"153",115,99,2,0.000350263,"cluster_1123",172,1,1,NA,0,"peripheral"
"154",116,203,1,8.48924e-05,"cluster_1124",173,1,1,NA,0,"peripheral"
"155",116,8,2,0.000389185,"cluster_1124",174,11,8,0.220675810306317,0.396694214876033,"peripheral"
"156",117,222,1,0.000108604,"cluster_1125",175,11,1,NA,0.314049586776859,"peripheral"
"157",119,1,1,8.39641e-05,"cluster_1128",177,20,20,-1.12257973233367,0,"peripheral"
"158",119,2,2,3.24647e-05,"cluster_1128",178,1,1,-0.453014705009761,0,"peripheral"
"159",120,32,1,0.000232858,"cluster_1129",179,7,5,0.451907978465924,0.448979591836735,"peripheral"
"160",122,11,1,4.65662e-05,"cluster_1130",181,4,4,-1.10314588454859,0,"peripheral"
"161",124,131,2,0.000295738,"cluster_1132",183,1,1,NA,0,"peripheral"
"162",125,4,2,3.79998e-05,"cluster_1134",184,1,1,-1.18366887206875,0,"peripheral"
"163",126,1,1,0.00108327,"cluster_1135",185,189,187,1.133805529657,0.0619803476946335,"peripheral"
"164",126,2,2,0.000227455,"cluster_1135",186,7,7,-0.0428095701490183,0,"peripheral"
"165",127,9,1,0.000190828,"cluster_1136",187,6,6,-0.518479876480127,0,"peripheral"
"166",128,11,1,0.000234027,"cluster_1138",188,25,11,-0.543215776482262,0.5696,"peripheral"
"167",129,1,1,0.000913504,"cluster_114",189,161,156,0.714955570844364,0.118745418772424,"peripheral"
"168",129,2,2,0.000142299,"cluster_114",190,4,3,-0.31627966005618,0.375,"peripheral"
"169",130,3,1,0.000765672,"cluster_1140",191,62,62,1.17831428153059,0.148283038501561,"peripheral"
"170",130,8,2,0.000118783,"cluster_1140",192,3,3,-0.542620656849094,0,"peripheral"
"171",131,122,1,0.000188938,"cluster_1141",193,16,2,0.645497224367903,0.3203125,"peripheral"
"172",133,3,1,6.27569e-05,"cluster_1144",195,6,6,-1.5788087423879,0,"peripheral"
"173",133,8,2,4.61677e-05,"cluster_1144",196,1,1,-0.847939243711258,0,"peripheral"
"174",135,192,1,0.000165544,"cluster_1146",198,2,1,NA,0.5,"peripheral"
"175",135,16,2,0.00010821,"cluster_1146",199,2,1,-1.083514740496,0.5,"peripheral"
"176",136,1,1,0.000124024,"cluster_1149",200,24,24,-1.06853457635784,0.152777777777778,"peripheral"
"177",136,80,2,0.000178419,"cluster_1149",201,2,1,-0.866025403784439,0.5,"peripheral"
"178",137,3,1,0.000400053,"cluster_115",202,32,30,-0.397184589279974,0.2265625,"peripheral"
"179",137,8,2,0.000283126,"cluster_115",203,7,4,-0.389961363418012,0.612244897959184,"peripheral"
"180",139,1,1,0.000166234,"cluster_1151",205,19,16,-1.17662488830949,0.277008310249308,"peripheral"
"181",139,24,2,0.000125287,"cluster_1151",206,3,2,-0.399577593123666,0.444444444444444,"peripheral"
"182",141,103,1,0.000350263,"cluster_1154",208,1,1,NA,0,"peripheral"
"183",142,27,1,0.000450553,"cluster_1155",209,20,11,0.845543952023659,0.76,"connector"
"184",142,76,2,0.000111337,"cluster_1155",210,1,1,-0.447213595499958,0,"peripheral"
"185",143,172,1,0.000101382,"cluster_1156",211,1,1,-0.577350269189626,0,"peripheral"
"186",144,12,2,0.000277315,"cluster_1157",212,5,5,0.102764239553456,0,"peripheral"
"187",145,1,1,0.000807818,"cluster_1159",213,131,113,0.133970144104251,0.293339548977332,"peripheral"
"188",145,23,2,0.000128067,"cluster_1159",214,3,1,-0.455672409618156,0.444444444444444,"peripheral"
"189",146,1,1,0.000408232,"cluster_116",215,77,77,-0.352436259678169,0.098498903693709,"peripheral"
"190",146,205,2,0.000162406,"cluster_116",216,3,1,NA,0.444444444444444,"peripheral"
"191",148,1,1,0.000151247,"cluster_1161",218,23,21,-1.10906844333971,0.238185255198488,"peripheral"
"192",149,1,1,0.000921364,"cluster_1162",219,156,150,0.633887836880628,0.14612097304405,"peripheral"
"193",149,2,2,7.16091e-05,"cluster_1162",220,2,2,-0.38464718253297,0,"peripheral"
"194",151,1,1,0.000256046,"cluster_1165",222,30,30,-0.987466842394106,0,"peripheral"
"195",151,7,2,0.000210859,"cluster_1165",223,5,5,-0.54806619052665,0,"peripheral"
"196",152,9,1,0.000406705,"cluster_1167",224,12,12,0.396484611425979,0,"peripheral"
"197",152,16,2,6.10506e-05,"cluster_1167",225,1,1,-1.083514740496,0,"peripheral"
"198",154,105,1,0.000350263,"cluster_1169",227,1,1,NA,0,"peripheral"
"199",156,5,1,0.000344405,"cluster_1172",229,31,29,-0.147114228524537,0.235171696149844,"peripheral"
"200",157,29,1,0.000135087,"cluster_1174",230,6,3,-1.01324561023804,0.611111111111111,"peripheral"
"201",157,86,2,0.000361409,"cluster_1174",231,3,3,1.5,0,"peripheral"
"202",158,31,1,0.000250735,"cluster_1175",232,6,5,0.917051583367793,0.5,"peripheral"
"203",158,22,2,5.03431e-05,"cluster_1175",233,1,1,-0.882591563281376,0,"peripheral"
"204",159,6,1,0.000950891,"cluster_1176",234,46,46,1.31942675704958,0.0425330812854443,"peripheral"
"205",159,4,2,0.00132552,"cluster_1176",235,42,36,2.49770427823267,0.299319727891156,"peripheral"
"206",161,27,1,0.000261651,"cluster_1178",237,27,7,-0.377796233882911,0.669410150891632,"connector"
"207",161,8,2,4.50203e-05,"cluster_1178",238,1,1,-0.847939243711258,0,"peripheral"
"208",162,1,1,0.000790584,"cluster_1179",239,149,149,0.620376547886671,0.0648619431557136,"peripheral"
"209",162,2,2,6.72878e-05,"cluster_1179",240,2,2,-0.38464718253297,0,"peripheral"
"210",163,1,1,0.000966982,"cluster_118",241,165,160,0.769000726820189,0.148686868686869,"peripheral"
"211",163,7,2,9.73207e-05,"cluster_118",242,3,2,-1.03999622137672,0.444444444444444,"peripheral"
"212",164,1,1,9.35539e-06,"cluster_1181",243,2,2,-1.36578293422488,0,"peripheral"
"213",166,5,1,0.000523661,"cluster_1184",245,41,39,0.299960180238342,0.138013087447948,"peripheral"
"214",166,12,2,0.000119529,"cluster_1184",246,2,2,-0.398967047678125,0,"peripheral"
"215",167,9,1,0.000164216,"cluster_1185",247,3,3,-0.97596212043318,0,"peripheral"
"216",168,31,1,0.000340046,"cluster_1186",248,16,4,0.407578481496797,0.8046875,"connector"
"217",168,2,2,2.78478e-05,"cluster_1186",249,1,1,-0.453014705009761,0,"peripheral"
"218",170,218,1,2.61588e-05,"cluster_1189",251,1,1,NA,0,"peripheral"
"219",173,10,1,0.000641585,"cluster_1191",254,48,47,1.27793056543442,0.0407986111111112,"peripheral"
"220",174,208,1,4.68486e-05,"cluster_1193",255,2,2,1.15470053837925,0,"peripheral"
"221",175,7,1,0.000443703,"cluster_1194",256,11,11,0.435793871173482,0,"peripheral"
"222",175,7,2,0.000735058,"cluster_1194",257,21,21,2.0755606406737,0,"peripheral"
"223",176,26,1,0.000533816,"cluster_1195",258,10,10,0.937202595192556,0.32,"peripheral"
"224",176,148,2,0.000277771,"cluster_1195",259,1,1,NA,0,"peripheral"
"225",178,6,1,0.000900869,"cluster_1197",261,42,40,0.956085695443051,0.17687074829932,"peripheral"
"226",178,4,2,0.00169319,"cluster_1197",262,54,32,2.07697591819823,0.601508916323731,"peripheral"
"227",179,1,1,0.00128537,"cluster_1198",263,224,224,1.63372322243338,0.10140306122449,"peripheral"
"228",179,2,2,0.000230217,"cluster_1198",264,7,7,-0.0428095701490183,0,"peripheral"
"229",180,1,1,0.000229386,"cluster_12",265,33,28,-1.01448942038202,0.306703397612488,"peripheral"
"230",180,67,2,7.9819e-05,"cluster_12",266,1,1,-0.645497224367903,0,"peripheral"
"231",181,13,1,0.000177332,"cluster_120",267,12,10,-0.951623139126544,0.416666666666667,"peripheral"
"232",182,35,1,2.92567e-05,"cluster_1200",268,1,1,-1.10540765506051,0,"peripheral"
"233",182,123,2,0.000316559,"cluster_1200",269,1,1,NA,0,"peripheral"
"234",183,3,1,0.000604189,"cluster_1201",270,51,50,0.587502204976629,0.211457131872357,"peripheral"
"235",183,38,2,0.000134828,"cluster_1201",271,1,1,-0.288675134594813,0,"peripheral"
"236",184,19,1,6.10909e-05,"cluster_1202",272,1,1,-1.3830269216621,0,"peripheral"
"237",185,1,1,0.00119211,"cluster_1203",273,204,203,1.3499861535603,0.128460207612457,"peripheral"
"238",185,2,2,0.000139977,"cluster_1203",274,4,4,-0.247912137579389,0,"peripheral"
"239",186,62,1,0.000131073,"cluster_1205",275,9,4,1.03069424336523,0.641975308641975,"connector"
"240",187,128,1,0.000309222,"cluster_1206",276,1,1,NA,0,"peripheral"
"241",187,180,2,0.000113288,"cluster_1206",277,2,1,-0.577350269189626,0.5,"peripheral"
"242",188,1,1,1.0355e-05,"cluster_1208",278,1,1,-1.37929422321883,0,"peripheral"
"243",189,19,1,4.15402e-05,"cluster_1209",279,1,1,-1.3830269216621,0,"peripheral"
"244",190,62,1,0.000108152,"cluster_121",280,9,2,-0.294484069532924,0.716049382716049,"connector"
"245",192,21,1,0.00045309,"cluster_1213",282,7,6,0.167733588094107,0.244897959183674,"peripheral"
"246",195,5,1,0.000183092,"cluster_1217",285,12,11,-0.95184816429772,0.152777777777778,"peripheral"
"247",195,44,2,0.000217682,"cluster_1217",286,3,2,0,0.444444444444444,"peripheral"
"248",196,10,1,0.000384947,"cluster_122",287,31,31,0.17172888924686,0.0624349635796044,"peripheral"
"249",197,14,1,0.000548813,"cluster_1220",288,27,14,0.449187256789894,0.650205761316872,"connector"
"250",197,4,2,0.000480685,"cluster_1220",289,19,19,0.70960874808627,0,"peripheral"
"251",198,6,1,0.000909634,"cluster_1221",290,43,41,1.01664253904414,0.24986479177934,"peripheral"
"252",198,4,2,0.000935918,"cluster_1221",291,33,24,1.23551919812933,0.495867768595041,"peripheral"
"253",199,3,1,0.000198034,"cluster_1222",292,9,9,-1.43110572324941,0,"peripheral"
"254",199,8,2,6.24687e-05,"cluster_1222",293,2,2,-0.695279950280176,0,"peripheral"
"255",200,1,1,0.00121028,"cluster_1223",294,208,206,1.39052002054217,0.135031434911243,"peripheral"
"256",200,2,2,0.000176259,"cluster_1223",295,6,5,-0.179544615102599,0.277777777777778,"peripheral"
"257",202,45,1,9.9022e-05,"cluster_1227",297,2,1,-1.08333333333333,0.5,"peripheral"
"258",203,132,1,0.000294806,"cluster_1228",298,1,1,NA,0,"peripheral"
"259",204,10,1,0.000384947,"cluster_123",299,31,31,0.17172888924686,0.120707596253902,"peripheral"
"260",205,31,1,0.000245066,"cluster_1231",300,6,5,0.917051583367793,0.277777777777778,"peripheral"
"261",206,6,1,2.55175e-05,"cluster_1233",301,1,1,-1.40563120499936,0,"peripheral"
"262",206,41,2,4.40109e-05,"cluster_1233",302,1,1,-0.604249858764502,0,"peripheral"
"263",207,1,1,0.000905664,"cluster_1234",303,174,173,0.944647483741618,0.148830757035275,"peripheral"
"264",207,2,2,3.49398e-05,"cluster_1234",304,1,1,-0.453014705009761,0,"peripheral"
"265",209,10,1,0.000631123,"cluster_1236",306,46,46,1.2087929606727,0.121928166351607,"peripheral"
"266",210,6,1,1.93381e-05,"cluster_1237",307,1,1,-1.40563120499936,0,"peripheral"
"267",211,1,1,0.000486422,"cluster_1238",308,64,49,-0.73075235150894,0.4619140625,"peripheral"
"268",211,7,2,0.000170037,"cluster_1238",309,5,4,-0.712042867476672,0.32,"peripheral"
"269",213,11,1,0.000421755,"cluster_124",311,29,29,0.89660450140259,0.237812128418549,"peripheral"
"270",213,23,2,0.000132727,"cluster_124",312,3,1,-0.455672409618156,0.666666666666667,"connector"
"271",215,61,1,0.000323846,"cluster_1241",314,3,3,0.912870929175277,0,"peripheral"
"272",215,195,2,8.50981e-05,"cluster_1241",315,1,1,NA,0,"peripheral"
"273",216,186,1,4.21268e-05,"cluster_1243",316,1,1,-0.577350269189626,0,"peripheral"
"274",217,1,1,0.00067924,"cluster_1244",317,119,116,0.17450401108612,0.185438881434927,"peripheral"
"275",217,49,2,0.000167911,"cluster_1244",318,2,2,0.129099444873581,0,"peripheral"
"276",218,11,1,3.63935e-05,"cluster_1245",319,3,3,-1.18313589998664,0,"peripheral"
"277",218,22,2,0.00047971,"cluster_1245",320,7,6,1.50776058727235,0.244897959183674,"peripheral"
"278",219,6,1,0.000413251,"cluster_1246",321,21,20,-0.255051176578698,0.253968253968254,"peripheral"
"279",219,4,2,2.82897e-05,"cluster_1246",322,1,1,-1.18366887206875,0,"peripheral"
"280",220,30,1,0.000455749,"cluster_1247",323,9,5,0.728957976415466,0.617283950617284,"peripheral"
"281",220,22,2,0.000371688,"cluster_1247",324,6,5,1.0296901571616,0.5,"peripheral"
"282",221,1,1,0.00135005,"cluster_1248",325,234,234,1.76883611237294,0.134743224486814,"peripheral"
"283",221,2,2,0.000194013,"cluster_1248",326,6,6,-0.111177092625809,0,"peripheral"
