"","node_id","module","layer_id","flow","node_name","state_node","k_total","k_m","z_score","c_score","role"
"669",487,5,2,0.000678056,"cluster_1538",751,17,17,1.92766297986292,0.359861591695502,"peripheral"
"670",488,7,1,0.000200639,"cluster_154",752,24,24,-0.832104866190198,0.277777777777778,"peripheral"
"671",490,8,1,9.32463e-05,"cluster_1541",754,7,4,-1.298832695326,0.693877551020408,"connector"
"672",490,3,2,1.72862e-05,"cluster_1541",755,1,1,-1.264298328218,0,"peripheral"
"673",491,146,1,0.000267573,"cluster_1542",756,1,1,NA,0,"peripheral"
"674",491,35,2,0.000124279,"cluster_1542",757,2,2,-0.116834127225664,0,"peripheral"
"675",492,18,1,3.68463e-05,"cluster_1543",758,1,1,-1.33350867836196,0,"peripheral"
"676",493,4,1,0.000679822,"cluster_1544",759,73,60,0.813041295382874,0.538562582097954,"peripheral"
"677",493,3,2,0.00048099,"cluster_1544",760,28,25,0.0578317622562204,0.405612244897959,"peripheral"
"678",494,5,1,0.000492739,"cluster_1545",761,44,3,-0.61203723459148,0.830578512396694,"connector"
"679",494,5,2,0.000685534,"cluster_1545",762,18,18,2.10907013803823,0,"peripheral"
"680",495,10,1,0.000207959,"cluster_1546",763,18,11,-0.338265763432111,0.709876543209877,"connector"
"681",495,3,2,0.000301924,"cluster_1546",764,15,14,-0.548144529211133,0.24,"peripheral"
"682",496,1,1,0.000746678,"cluster_1547",765,101,87,0.159308332502837,0.459366728752083,"peripheral"
"683",496,5,2,6.53844e-05,"cluster_1547",766,2,1,-0.974851550942108,0.5,"peripheral"
"684",498,36,1,0.000372145,"cluster_1549",768,13,5,0.392773653929868,0.757396449704142,"connector"
"685",498,17,2,6.67782e-05,"cluster_1549",769,1,1,-0.569183380430426,0,"peripheral"
"686",499,93,1,3.44916e-05,"cluster_155",770,2,1,-0.816496580927726,0.5,"peripheral"
"687",501,1,1,8.85637e-05,"cluster_1551",772,12,11,-1.10862588534286,0.152777777777778,"peripheral"
"688",501,65,2,0.000104903,"cluster_1551",773,1,1,-0.55048188256318,0,"peripheral"
"689",502,27,1,0.000323124,"cluster_1552",774,5,5,0.281135628883889,0,"peripheral"
"690",503,43,1,0.000398426,"cluster_1553",775,3,3,0.221403721385024,0,"peripheral"
"691",503,68,2,0.000198024,"cluster_1553",776,1,1,-0.5,0,"peripheral"
"692",504,1,1,0.000227464,"cluster_1554",777,33,28,-0.825009020824742,0.558310376492195,"peripheral"
"693",504,90,2,0.000121769,"cluster_1554",778,2,1,-0.447213595499958,0.5,"peripheral"
"694",505,27,1,5.16144e-05,"cluster_1555",779,1,1,-1.34320356022302,0,"peripheral"
"695",506,126,1,0.000340599,"cluster_1556",780,1,1,NA,0,"peripheral"
"696",507,78,1,0.000106175,"cluster_1558",781,4,1,-0.944911182523068,0.625,"connector"
"697",507,35,2,6.81616e-05,"cluster_1558",782,2,1,-0.554962104321903,0.5,"peripheral"
"698",508,8,1,0.000211059,"cluster_1559",783,26,11,-0.764019232544708,0.760355029585799,"connector"
"699",508,69,2,6.30836e-05,"cluster_1559",784,1,1,-0.816496580927726,0,"peripheral"
"700",509,1,1,0.000974742,"cluster_156",785,141,140,1.04352561600049,0.410341532116091,"peripheral"
"701",509,2,2,0.000891516,"cluster_156",786,38,36,1.68115074603633,0.315789473684211,"peripheral"
"702",510,1,1,0.000523331,"cluster_1560",787,82,81,0.0592082626729137,0.374479476502082,"peripheral"
"703",510,2,2,0.000242343,"cluster_1560",788,11,10,-0.255197361508993,0.429752066115702,"peripheral"
"704",511,52,1,9.72481e-05,"cluster_1562",789,4,4,0,0,"peripheral"
"705",512,183,1,4.68837e-05,"cluster_1563",790,6,1,-0.670820393249937,0.611111111111111,"peripheral"
"706",512,2,2,2.04134e-05,"cluster_1563",791,1,1,-0.925471706428529,0,"peripheral"
"707",513,1,1,0.00143043,"cluster_1565",792,207,205,2.12794303915799,0.338677682092931,"peripheral"
"708",513,11,2,4.77337e-05,"cluster_1565",793,1,1,-0.527350298515253,0,"peripheral"
"709",514,15,1,0.000189464,"cluster_1566",794,7,4,-0.83445475915082,0.73469387755102,"connector"
"710",514,5,2,3.04222e-05,"cluster_1566",795,1,1,-0.974851550942108,0,"peripheral"
"711",515,19,1,2.69176e-05,"cluster_1567",796,1,1,-1.11902285052579,0,"peripheral"
"712",516,4,1,0.000764443,"cluster_1568",797,72,71,1.26435449592179,0.335262345679012,"peripheral"
"713",516,3,2,0.000585575,"cluster_1568",798,36,35,0.608719299953814,0.322530864197531,"peripheral"
"714",517,206,1,3.21266e-05,"cluster_1569",799,2,1,-0.577350269189626,0.5,"peripheral"
"715",518,10,1,2.607e-05,"cluster_157",800,2,2,-1.20612407956789,0,"peripheral"
"716",519,3,1,0.000162085,"cluster_1570",801,9,7,-0.933765805599449,0.345679012345679,"peripheral"
"717",519,3,2,0.00085866,"cluster_1570",802,46,32,0.443453038644536,0.662570888468809,"connector"
"718",520,4,1,0.000440769,"cluster_1571",803,41,35,-0.212670524023761,0.541344437834622,"peripheral"
"719",520,3,2,6.27508e-05,"cluster_1571",804,4,4,-1.09903206690873,0.375,"peripheral"
"720",521,19,1,4.45942e-05,"cluster_1572",805,3,2,-0.851430429747887,0.444444444444444,"peripheral"
"721",521,128,2,2.66862e-05,"cluster_1572",806,1,1,NA,0,"peripheral"
"722",522,15,1,2.10347e-05,"cluster_1574",807,1,1,-1.32212312488831,0,"peripheral"
"723",522,207,2,2.95916e-05,"cluster_1574",808,1,1,NA,0,"peripheral"
"724",523,1,1,0.000360413,"cluster_1575",809,56,56,-0.357875361618433,0.392219387755102,"peripheral"
"725",523,66,2,8.0189e-05,"cluster_1575",810,2,1,-0.333333333333333,0.5,"peripheral"
"726",524,9,1,0.000329433,"cluster_1576",811,27,11,-0.211373511925542,0.773662551440329,"connector"
"727",524,5,2,0.000201326,"cluster_1576",812,6,6,-0.0678157600655379,0.277777777777778,"peripheral"
"728",525,76,1,5.9833e-05,"cluster_1578",813,5,2,-0.333642404640653,0.48,"peripheral"
"729",526,25,1,5.78832e-05,"cluster_1579",814,1,1,-1.13964579873917,0,"peripheral"
"730",527,1,1,0.000346341,"cluster_158",815,50,38,-0.658175571108203,0.6144,"peripheral"
"731",527,6,2,3.92233e-05,"cluster_158",816,2,1,-0.484077711205797,0.5,"peripheral"
"732",528,10,1,0.000129974,"cluster_1580",817,12,12,-0.241837061639247,0,"peripheral"
"733",528,37,2,9.33523e-05,"cluster_1580",818,1,1,-0.306107171449821,0,"peripheral"
"734",529,19,1,0.000482506,"cluster_1582",819,22,11,1.55690135725328,0.81404958677686,"connector"
"735",530,48,1,0.000332415,"cluster_1583",820,4,4,NA,0,"peripheral"
"736",530,100,2,0.000169968,"cluster_1583",821,1,1,-0.577350269189626,0,"peripheral"
"737",531,199,1,0.000100313,"cluster_1585",822,2,1,NA,0.5,"peripheral"
"738",533,137,1,0.000153835,"cluster_1589",824,1,1,-0.577350269189626,0,"peripheral"
"739",534,1,1,0.00144713,"cluster_159",825,208,203,2.09457634921469,0.455112795857988,"peripheral"
"740",534,2,2,0.000673619,"cluster_159",826,30,27,1.0108764011168,0.346666666666667,"peripheral"
"741",535,50,1,0.00021637,"cluster_1590",827,5,5,0.106198848810719,0.48,"peripheral"
"742",536,31,1,0.000198306,"cluster_1591",828,2,2,-0.499227377623237,0.5,"peripheral"
"743",536,46,2,0.000328452,"cluster_1591",829,7,3,0.75,0.693877551020408,"connector"
"744",538,4,1,0.00029946,"cluster_1594",831,35,23,-0.705012197338946,0.68734693877551,"connector"
"745",538,3,2,7.63731e-05,"cluster_1594",832,6,6,-0.988854559369208,0,"peripheral"
"746",540,1,1,0.000283906,"cluster_1596",834,36,24,-0.891742400711357,0.71141975308642,"connector"
"747",540,6,2,0.000160585,"cluster_1596",835,6,5,-0.0339703656986524,0.277777777777778,"peripheral"
"748",541,1,1,0.000730505,"cluster_1597",836,105,91,0.226041712389453,0.562176870748299,"peripheral"
"749",541,6,2,2.37182e-05,"cluster_1597",837,1,1,-0.484077711205797,0,"peripheral"
"750",542,127,1,0.000340599,"cluster_1599",838,1,1,NA,0,"peripheral"
"751",543,7,1,0.00050491,"cluster_16",839,48,48,0.624568123093348,0.353298611111111,"peripheral"
"752",543,24,2,0.000234218,"cluster_16",840,2,2,0,0.5,"peripheral"
"753",544,19,1,0.000361706,"cluster_160",841,11,6,0.218939253363742,0.793388429752066,"connector"
"754",544,2,2,0.000685768,"cluster_160",842,23,19,0.415076983410543,0.536862003780718,"peripheral"
"755",545,7,1,0.000462711,"cluster_1600",843,44,44,0.381789291546091,0.351239669421488,"peripheral"
"756",546,189,2,8.56899e-05,"cluster_1601",844,1,1,NA,0,"peripheral"
"757",547,8,1,0.000355919,"cluster_1602",845,31,13,-0.611215386035767,0.767950052029136,"connector"
"758",547,5,2,0.000431729,"cluster_1602",846,11,11,0.839220030811032,0,"peripheral"
"759",548,1,1,0.000220265,"cluster_1603",847,27,25,-0.875059055739703,0.567901234567901,"peripheral"
"760",548,6,2,0.000145756,"cluster_1603",848,7,2,-0.371550874829011,0.693877551020408,"connector"
"761",549,1,1,0.000716894,"cluster_1604",849,112,110,0.543025266850876,0.465880102040816,"peripheral"
"762",549,6,2,0.000393885,"cluster_1604",850,15,5,-0.0339703656986524,0.755555555555556,"connector"
"763",550,2,1,0.000883724,"cluster_1605",851,30,25,0.861926546690234,0.52,"peripheral"
"764",550,2,2,0.00104803,"cluster_1605",852,43,38,1.8301006004629,0.497566252028123,"peripheral"
"765",553,1,1,0.000154271,"cluster_1608",855,27,26,-0.85837571076805,0.46639231824417,"peripheral"
"766",553,2,2,2.58744e-05,"cluster_1608",856,1,1,-0.925471706428529,0,"peripheral"
"767",554,1,1,0.00153381,"cluster_1609",857,215,176,1.64412603498003,0.617890751757707,"peripheral"
"768",554,6,2,0.000167377,"cluster_1609",858,7,5,-0.0339703656986524,0.408163265306122,"peripheral"
"769",555,1,1,0.000747641,"cluster_161",859,112,109,0.526341921879222,0.377869897959184,"peripheral"
"770",555,2,2,0.000397689,"cluster_161",860,17,16,0.191652201770698,0.491349480968858,"peripheral"
"771",557,8,1,0.00028523,"cluster_1613",862,23,19,-0.152803846508942,0.374291115311909,"peripheral"
"772",557,26,2,9.28987e-05,"cluster_1613",863,2,2,-0.346237086228671,0,"peripheral"
"773",558,206,1,4.79005e-05,"cluster_1614",864,3,1,-0.577350269189626,0.666666666666667,"connector"
"774",559,1,1,0.000273562,"cluster_1617",865,52,52,-0.424608741505049,0.42603550295858,"peripheral"
"775",559,11,2,9.50485e-05,"cluster_1617",866,3,2,-0.355654852487031,0.666666666666667,"connector"
"776",560,137,1,0.000163804,"cluster_1618",867,2,1,-0.577350269189626,0.5,"peripheral"
"777",560,141,2,0.000294224,"cluster_1618",868,1,1,NA,0,"peripheral"
"778",561,2,1,0.000301342,"cluster_162",869,11,11,-0.180722434295711,0.396694214876033,"peripheral"
"779",561,2,2,0.00058931,"cluster_162",870,29,29,1.15982625554336,0.399524375743163,"peripheral"
"780",562,4,1,0.000234533,"cluster_1621",871,27,25,-0.622955251786415,0.48559670781893,"peripheral"
"781",562,172,2,0.000206262,"cluster_1621",872,8,2,0.866025403784439,0.375,"peripheral"
"782",563,1,1,0.000891628,"cluster_1622",873,144,144,1.11025899588711,0.424382716049383,"peripheral"
"783",563,11,2,9.5104e-05,"cluster_1622",874,4,2,-0.355654852487031,0.5,"peripheral"
"784",565,1,1,0.000635755,"cluster_1624",876,101,100,0.376191817134337,0.414861288109009,"peripheral"
"785",565,11,2,8.88971e-05,"cluster_1624",877,3,3,-0.183959406458809,0.444444444444444,"peripheral"
"786",567,3,1,0.000404399,"cluster_1626",879,26,25,0.0578317622562204,0.269230769230769,"peripheral"
"787",567,92,2,0.000171362,"cluster_1626",880,5,2,0.256776295506548,0.72,"connector"
"788",569,1,1,0.000140589,"cluster_1628",882,24,24,-0.891742400711357,0.444444444444444,"peripheral"
"789",569,209,2,0.000145662,"cluster_1628",883,5,1,NA,0.32,"peripheral"
"790",570,1,1,0.000470163,"cluster_163",884,76,74,-0.0575751521286634,0.35803324099723,"peripheral"
"791",570,2,2,2.90067e-05,"cluster_163",885,1,1,-0.925471706428529,0,"peripheral"
"792",571,9,1,0.000745758,"cluster_1631",886,28,17,0.427514847428353,0.744897959183674,"connector"
"793",571,12,2,0.000527235,"cluster_1631",887,18,10,1.10659466383188,0.679012345679012,"connector"
"794",573,1,1,0.000792931,"cluster_1633",889,127,126,0.809958786397338,0.436356872713745,"peripheral"
"795",573,11,2,0.000210476,"cluster_1633",890,7,3,-0.183959406458809,0.816326530612245,"connector"
"796",574,1,1,5.35962e-06,"cluster_1634",891,1,1,-1.2754593350594,0,"peripheral"
"797",576,5,1,0.000191685,"cluster_1636",893,7,4,-0.430630076416166,0.775510204081633,"connector"
"798",576,5,2,0.000168733,"cluster_1636",894,5,4,-0.430630076416166,0.56,"peripheral"
"799",577,173,1,0.000256568,"cluster_1637",895,4,2,1.15470053837925,0.5,"peripheral"
"800",577,41,2,6.32024e-05,"cluster_1637",896,1,1,-0.594088525786005,0,"peripheral"
"801",578,18,1,3.38786e-05,"cluster_1638",897,1,1,-1.33350867836196,0,"peripheral"
"802",578,161,2,0.000149465,"cluster_1638",898,2,2,1.15470053837925,0,"peripheral"
"803",579,1,1,0.000623274,"cluster_1639",899,79,57,-0.341192016646779,0.707899375100144,"connector"
"804",579,6,2,0.00012706,"cluster_1639",900,6,3,-0.259024038452225,0.611111111111111,"peripheral"
"805",580,14,1,0.000520828,"cluster_164",901,16,14,0.624942801810738,0.40625,"peripheral"
"806",580,20,2,0.000222314,"cluster_164",902,4,4,0.262633402404968,0,"peripheral"
"807",582,1,1,0.00102405,"cluster_1641",904,153,151,1.22704241068869,0.343713956170704,"peripheral"
"808",582,11,2,7.35564e-05,"cluster_1641",905,3,1,-0.527350298515253,0.444444444444444,"peripheral"
"809",583,16,1,0.000295386,"cluster_1642",906,13,9,0.194189333400946,0.42603550295858,"peripheral"
"810",583,17,2,0.000225005,"cluster_1642",907,2,2,-0.242205693800181,0,"peripheral"
"811",585,2,1,0.000279872,"cluster_1644",909,11,10,-0.255197361508993,0.578512396694215,"peripheral"
"812",585,2,2,0.00143487,"cluster_1644",910,52,46,2.42590001816915,0.439349112426036,"peripheral"
"813",586,19,1,0.000435507,"cluster_1645",911,15,9,1.02171651569746,0.764444444444444,"connector"
"814",586,23,2,0.000126632,"cluster_1645",912,4,3,0.0886295168486808,0.375,"peripheral"
"815",588,2,1,0.000612139,"cluster_1648",914,22,22,0.638501765050389,0.351239669421488,"peripheral"
"816",588,2,2,0.000495951,"cluster_1648",915,24,24,0.787451619476953,0.46875,"peripheral"
"817",589,3,1,9.61933e-05,"cluster_1649",916,5,5,-1.04394331313897,0,"peripheral"
"818",590,187,1,1.70136e-05,"cluster_165",917,1,1,-0.577350269189626,0,"peripheral"
"819",591,116,1,0.000340599,"cluster_1650",918,1,1,NA,0,"peripheral"
"820",592,28,1,0.000175605,"cluster_1651",919,13,10,0.0589319599727485,0.674556213017751,"connector"
"821",593,1,1,0.000137564,"cluster_1653",920,19,17,-1.00852581551293,0.592797783933518,"peripheral"
"822",593,90,2,0.000178847,"cluster_1653",921,3,1,-0.447213595499958,0.666666666666667,"connector"
"823",594,1,1,0.000355277,"cluster_1654",922,51,47,-0.508025466363318,0.488273740868897,"peripheral"
"824",594,39,2,2.68226e-05,"cluster_1654",923,1,1,-0.258198889747161,0,"peripheral"
"825",596,1,1,0.000174188,"cluster_1657",925,16,13,-1.07525919539955,0.5625,"peripheral"
"826",596,2,2,0.000362416,"cluster_1657",926,18,18,0.340602056197262,0.345679012345679,"peripheral"
"827",597,1,1,0.000625361,"cluster_1658",927,91,80,0.0425249177012598,0.511290906895302,"peripheral"
"828",597,5,2,4.33601e-05,"cluster_1658",928,1,1,-0.974851550942108,0,"peripheral"
"829",599,1,1,2.22633e-05,"cluster_166",930,3,3,-1.24209264511609,0.444444444444444,"peripheral"
"830",600,1,1,0.000279392,"cluster_1660",931,44,43,-0.574758846249934,0.304752066115702,"peripheral"
"831",601,9,1,0.000756578,"cluster_1661",932,41,37,2.55714271194134,0.404521118381916,"module hub"
"832",601,5,2,0.000114061,"cluster_1661",933,3,3,-0.61203723459148,0,"peripheral"
"833",602,132,1,3.25725e-05,"cluster_1662",934,3,1,-0.816496580927726,0.666666666666667,"connector"
"834",602,3,2,1.47295e-05,"cluster_1662",935,1,1,-1.264298328218,0,"peripheral"
"835",604,14,1,0.000271746,"cluster_1664",937,12,8,-0.491026487137009,0.736111111111111,"connector"
"836",605,3,1,0.000730559,"cluster_1665",938,41,41,0.939251822572371,0.283164782867341,"peripheral"
"837",605,3,2,0.00106792,"cluster_1665",939,65,64,2.20629315927684,0.393846153846154,"peripheral"
"838",606,9,1,3.75768e-05,"cluster_1666",940,1,1,-1.27618744418203,0,"peripheral"
"839",607,49,1,0.000280048,"cluster_1667",941,3,3,1,0,"peripheral"
"840",607,68,2,0.000171372,"cluster_1667",942,1,1,-0.5,0,"peripheral"
"841",608,1,1,0.000615717,"cluster_1668",943,88,84,0.109258297587875,0.459452479338843,"peripheral"
"842",608,2,2,0.000150074,"cluster_1668",944,5,3,-0.776521852001966,0.56,"peripheral"
"843",610,34,1,0.000342718,"cluster_167",946,3,3,0.256045778249595,0,"peripheral"
"844",612,1,1,0.000383505,"cluster_1671",948,61,58,-0.324508671675125,0.391830153184628,"peripheral"
"845",612,87,2,6.09515e-05,"cluster_1671",949,1,1,-0.447213595499958,0,"peripheral"
"846",613,8,1,0.000283803,"cluster_1673",950,22,22,0.0764019232544708,0.297520661157025,"peripheral"
"847",615,76,1,2.77648e-05,"cluster_1675",952,1,1,-0.945320146481849,0,"peripheral"
"848",616,31,1,9.58606e-05,"cluster_1677",953,3,1,-1.03411385364813,0.444444444444444,"peripheral"
"849",616,17,2,0.000183681,"cluster_1677",954,4,2,-0.242205693800181,0.75,"connector"
"850",617,158,1,4.4106e-05,"cluster_1679",955,2,1,-0.670820393249937,0.5,"peripheral"
"851",617,20,2,6.28048e-05,"cluster_1679",956,1,1,-0.806659735958115,0,"peripheral"
"852",618,54,1,0.000188787,"cluster_168",957,2,1,-1.41421356237309,0.5,"peripheral"
"853",618,156,2,0.000244523,"cluster_168",958,1,1,NA,0,"peripheral"
"854",619,221,1,1.90017e-05,"cluster_1680",959,1,1,NA,0,"peripheral"
"855",620,174,1,0.000172084,"cluster_1681",960,7,2,0.866025403784439,0.73469387755102,"connector"
"856",620,100,2,0.000360764,"cluster_1681",961,2,2,1.15470053837925,0,"peripheral"
"857",622,1,1,0.000937748,"cluster_1683",963,141,138,1.01015892605718,0.462853981188069,"peripheral"
"858",622,83,2,0.000254191,"cluster_1683",964,8,2,0.190982104223769,0.75,"connector"
"859",624,9,1,1.66397e-05,"cluster_1685",966,1,1,-1.27618744418203,0,"peripheral"
"860",624,5,2,2.9236e-05,"cluster_1685",967,1,1,-0.974851550942108,0,"peripheral"
"861",625,4,1,0.000655002,"cluster_1686",968,67,60,0.813041295382874,0.496324348407218,"peripheral"
"862",625,3,2,0.000606548,"cluster_1686",969,35,35,0.608719299953814,0.244897959183674,"peripheral"
"863",626,7,1,0.000482068,"cluster_1687",970,46,46,0.503178707319719,0.363894139886578,"peripheral"
"864",626,24,2,0.00010844,"cluster_1687",971,1,1,-0.404061017820884,0,"peripheral"
"865",628,174,1,2.90865e-05,"cluster_1690",973,1,1,-0.866025403784439,0,"peripheral"
"866",629,81,2,0.000474253,"cluster_1691",974,2,2,1.15470053837925,0,"peripheral"
"867",630,10,1,1.04244e-05,"cluster_1693",975,1,1,-1.30255278136075,0,"peripheral"
"868",631,2,1,0.000236366,"cluster_1694",976,7,7,-0.478622143148838,0.489795918367347,"peripheral"
"869",631,2,2,0.00025843,"cluster_1694",977,12,11,-0.180722434295711,0.569444444444444,"peripheral"
"870",632,3,1,0.000598317,"cluster_1697",978,34,31,0.388364284874777,0.423875432525951,"peripheral"
"871",632,3,2,0.000383213,"cluster_1697",979,18,16,-0.437967021671614,0.376543209876543,"peripheral"
"872",633,214,1,0.00013105,"cluster_1698",980,10,1,NA,0.34,"peripheral"
"873",633,2,2,0.000393251,"cluster_1698",981,18,17,0.26612712898398,0.104938271604938,"peripheral"
"874",634,8,1,7.20059e-05,"cluster_1699",982,12,4,-1.298832695326,0.708333333333333,"connector"
"875",635,7,1,0.000506247,"cluster_17",983,50,50,0.745957538866977,0.3648,"peripheral"
"876",636,139,2,0.000293609,"cluster_1700",984,1,1,NA,0,"peripheral"
"877",637,1,1,5.39592e-06,"cluster_1701",985,1,1,-1.2754593350594,0,"peripheral"
"878",638,1,1,0.000603052,"cluster_1702",986,93,88,0.175991677474491,0.512660423170309,"peripheral"
"879",638,11,2,2.28237e-05,"cluster_1702",987,1,1,-0.527350298515253,0,"peripheral"
"880",641,9,1,0.000147064,"cluster_1705",990,7,6,-0.743780478053789,0.571428571428571,"peripheral"
"881",641,12,2,6.14886e-05,"cluster_1705",991,2,2,-0.901247200440395,0,"peripheral"
"882",642,1,1,0.000739126,"cluster_1706",992,114,110,0.543025266850876,0.429670667897815,"peripheral"
"883",642,39,2,7.85237e-05,"cluster_1706",993,3,1,-0.258198889747161,0.666666666666667,"connector"
"884",644,1,1,1.13339e-05,"cluster_1708",995,2,2,-1.25877599008774,0,"peripheral"
"885",645,4,1,0.000738587,"cluster_1709",996,70,65,1.0181836592642,0.482040816326531,"peripheral"
"886",645,3,2,0.00043476,"cluster_1709",997,27,26,0.11292051602598,0.400548696844993,"peripheral"
"887",646,14,1,0.000714137,"cluster_171",998,23,15,0.810937683302029,0.669187145557656,"connector"
"888",646,20,2,0.000136122,"cluster_171",999,3,2,-0.450228689837088,0.444444444444444,"peripheral"
"889",647,4,1,0.000549473,"cluster_1710",1000,52,49,0.361728094843954,0.488165680473373,"peripheral"
"890",647,3,2,0.000119539,"cluster_1710",1001,8,8,-0.878677051829689,0,"peripheral"
"891",648,25,1,0.000301028,"cluster_1712",1002,35,10,1.02463567226091,0.726530612244898,"connector"
"892",648,6,2,5.98423e-05,"cluster_1712",1003,2,2,-0.371550874829011,0,"peripheral"
"893",651,1,1,0.000955137,"cluster_1716",1006,146,145,1.12694234085876,0.440889472696566,"peripheral"
"894",651,11,2,0.00026425,"cluster_1716",1007,8,7,0.502822377654078,0.59375,"peripheral"
"895",653,1,1,5.4505e-05,"cluster_1718",1009,5,4,-1.22540930014443,0.32,"peripheral"
"896",654,16,1,0.000290421,"cluster_1719",1010,8,7,-0.194189333400946,0.21875,"peripheral"
"897",655,1,1,0.000977697,"cluster_172",1011,142,142,1.0768923059438,0.422237651259671,"peripheral"
"898",655,2,2,0.00100761,"cluster_172",1012,42,39,1.90457552767618,0.464852607709751,"peripheral"
"899",656,13,1,3.42188e-05,"cluster_1720",1013,2,1,-1.73340667640201,0.5,"peripheral"
"900",657,21,1,0.00017113,"cluster_1721",1014,2,2,-1.79118210501706,0,"peripheral"
"901",659,1,1,0.000871784,"cluster_1723",1016,123,108,0.509658576907568,0.5268028290039,"peripheral"
"902",659,5,2,4.63015e-05,"cluster_1723",1017,1,1,-0.974851550942108,0,"peripheral"
"903",660,7,1,0.000538547,"cluster_1724",1018,51,51,0.806652246753791,0.41522491349481,"peripheral"
"904",661,4,1,0.000125422,"cluster_1725",1019,12,9,-1.27941081620666,0.666666666666667,"connector"
"905",661,3,2,4.82969e-05,"cluster_1725",1020,3,2,-1.20920957444825,0.666666666666667,"connector"
"906",662,7,1,0.000234548,"cluster_1726",1021,14,13,-1.49974665294516,0.5,"peripheral"
"907",662,17,2,7.82527e-05,"cluster_1726",1022,1,1,-0.569183380430426,0,"peripheral"
"908",663,1,1,0.0017493,"cluster_1727",1023,253,249,2.86201021791077,0.45649830492587,"module hub"
"909",663,2,2,0.000342947,"cluster_1727",1024,14,9,-0.329672288722275,0.714285714285714,"connector"
"910",664,58,1,0.00017535,"cluster_1728",1025,1,1,-1.22474487139159,0,"peripheral"
"911",665,25,1,0.000375214,"cluster_1729",1026,32,12,1.50558711026093,0.748046875,"connector"
"912",665,6,2,0.000171033,"cluster_1729",1027,6,5,-0.0339703656986524,0.277777777777778,"peripheral"
"913",666,7,1,0.000496057,"cluster_173",1028,47,47,0.563873415206534,0.434585785423268,"peripheral"
"914",667,4,1,1.46426e-05,"cluster_1730",1029,2,1,-1.60763859841678,0.5,"peripheral"
"915",667,3,2,1.41213e-05,"cluster_1730",1030,1,1,-1.264298328218,0,"peripheral"
"916",668,9,1,0.000499052,"cluster_1731",1031,21,17,0.427514847428353,0.634920634920635,"connector"
"917",668,5,2,0.000351568,"cluster_1731",1032,8,4,-0.430630076416166,0.6875,"connector"
"918",669,4,1,0.000727771,"cluster_1732",1033,74,58,0.730984349830343,0.626734842951059,"connector"
"919",669,3,2,0.000612214,"cluster_1732",1034,35,33,0.498541792414296,0.406530612244898,"peripheral"
"920",670,40,1,0.000319491,"cluster_1735",1035,7,6,1.67850865483256,0.244897959183674,"peripheral"
"921",671,1,1,0.0017752,"cluster_1737",1036,259,254,2.94542694276903,0.453183464766476,"module hub"
"922",671,2,2,0.000109198,"cluster_1737",1037,4,3,-0.776521852001966,0.375,"peripheral"
"923",673,84,1,5.4714e-05,"cluster_1739",1039,1,1,-1.29099444873581,0,"peripheral"
"924",674,5,1,0.000453211,"cluster_174",1040,11,11,0.839220030811032,0.297520661157025,"peripheral"
"925",674,5,2,0.000974074,"cluster_174",1041,23,21,2.65329161256417,0.419659735349717,"module hub"
"926",675,1,1,0.000439839,"cluster_1740",1042,66,60,-0.291141981731818,0.577594123048669,"peripheral"
"927",675,2,2,4.114e-05,"cluster_1740",1043,2,2,-0.850996779215248,0,"peripheral"
"928",676,16,1,1.83121e-05,"cluster_1741",1044,1,1,-1.35932533380662,0,"peripheral"
"929",676,81,2,0.000256141,"cluster_1741",1045,1,1,-0.577350269189626,0,"peripheral"
"930",677,1,1,0.000136162,"cluster_1742",1046,16,14,-1.0585758504279,0.5390625,"peripheral"
"931",678,4,1,1.32721e-05,"cluster_1743",1047,1,1,-1.60763859841678,0,"peripheral"
"932",678,176,2,0.000242833,"cluster_1743",1048,4,2,1.15470053837925,0.5,"peripheral"
"933",680,9,1,0.00027529,"cluster_1745",1050,21,13,0.00158927452575599,0.712018140589569,"connector"
"934",680,5,2,0.000143534,"cluster_1745",1051,4,4,-0.430630076416166,0,"peripheral"
"935",681,9,1,0.000252829,"cluster_1746",1052,16,16,0.321033454202704,0.46875,"peripheral"
"936",681,150,2,0.000264587,"cluster_1746",1053,1,1,NA,0,"peripheral"
"937",682,9,1,0.000246361,"cluster_1747",1054,10,7,-0.637299084828139,0.62,"peripheral"
"938",682,6,2,0.000317894,"cluster_1747",1055,14,13,0.866244325315636,0.561224489795918,"peripheral"
"939",683,1,1,0.000950305,"cluster_1748",1056,149,142,1.0768923059438,0.522228728435656,"peripheral"
"940",683,29,2,8.5355e-05,"cluster_1748",1057,4,1,-0.546686058130976,0.75,"connector"
"941",685,2,1,3.0927e-05,"cluster_175",1059,1,1,-0.925471706428529,0,"peripheral"
"942",685,162,2,8.38888e-05,"cluster_175",1060,1,1,-0.577350269189626,0,"peripheral"
"943",686,198,1,8.37729e-05,"cluster_1750",1061,1,1,NA,0,"peripheral"
"944",686,3,2,0.000279397,"cluster_1750",1062,21,21,-0.162523252822817,0.444444444444444,"peripheral"
"945",687,44,1,0.000114563,"cluster_1751",1063,3,1,-0.774596669241484,0.666666666666667,"connector"
"946",688,8,1,0.000174272,"cluster_1752",1064,17,11,-0.764019232544708,0.740484429065744,"connector"
"947",689,129,1,0.000328696,"cluster_1753",1065,1,1,NA,0,"peripheral"
