bact,jacc
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.051
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.051
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.049
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_1_true_2,0.05
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.027
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.027
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.027
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.027
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.027
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.027
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.031
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.03
rnd_3_true_2,0.03
rnd_3_true_2,0.028
rnd_3_true_2,0.03
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_3_true_2,0.028
rnd_3_true_2,0.029
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.038
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.038
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.041
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.039
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.04
rnd_4_true_2,0.041
rnd_4_true_2,0.039
